artist,album,track_name,track_id,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Cluster
Luke Bryan,Kill The Lights,Way Way Back,1EV8rGG6eZIvp7DJ2ravW1,0.0551,0.565,0.9259999999999999,5,-2.117,0,0.0467,0.0,0.21,0.8690000000000001,102.0,199880,4,0
Carrie Underwood,Storyteller,Church Bells,67citk3uzWs5qbaIVKTeg8,0.226,0.575,0.8440000000000001,3,-1.7719999999999998,0,0.0633,0.0,0.0538,0.542,87.007,193333,4,0
Greg Bates,Greg Bates EP,Lost In Caroline,1eQn7NeVJmUkcwaj8NpHFD,0.0927,0.45,0.536,3,-7.528,1,0.0279,3.57e-06,0.127,0.271,76.031,212533,4,0
Gabe Dixon,The Gabe Dixon Band,All Will Be Well,64rMBgXnYB3zU2oOvlxrc2,0.662,0.65,0.396,4,-10.379000000000001,1,0.0263,0.0,0.245,0.435,108.962,250120,4,0
Barns Courtney,Glitter & Gold,Glitter & Gold,6bYjclvTLjcmZZC5GhmSFQ,0.306,0.49,0.621,8,-5.294,1,0.0385,0.0,0.174,0.375,170.516,176413,4,0
Chris Lane,Girl Problems,Fix,17Vry8h1fUTYg8NL6pHhem,0.0951,0.532,0.883,0,-2.7430000000000003,0,0.0352,0.0,0.304,0.7,99.995,190240,4,0
Luke Bryan,Kill The Lights,Move,6IyyyU9mw12dJsWquT1YR0,0.00787,0.568,0.9420000000000001,5,-0.711,0,0.0826,0.0,0.0581,0.7859999999999999,103.99700000000001,227427,4,0
George Strait,Somewhere Down In Texas,Somewhere Down In Texas,0LaAD3pcKIBQHmm34GwKmE,0.573,0.505,0.44799999999999995,2,-8.152000000000001,1,0.0294,3.23e-06,0.113,0.262,141.231,233347,4,0
Luke Bryan,Kill The Lights (Deluxe),Home Alone Tonight,0RE8WWlaCQM6M4XHUK3u7b,0.0796,0.501,0.966,8,-1.177,1,0.11199999999999999,0.0,0.0903,0.49700000000000005,161.881,190773,4,0
Rodney Atkins,Take A Back Road,Take A Back Road,7B6m8tHAYZsOKOKMU5SR2n,0.183,0.581,0.856,3,-4.0,1,0.0783,0.0,0.0871,0.9179999999999999,169.90200000000002,209427,4,0
Billy Currington,Summer Forever,It Don't Hurt Like It Used To,0iA1unTbTbDOWUSlbwJ1pS,0.071,0.5579999999999999,0.818,8,-4.07,1,0.0403,0.0,0.21,0.45299999999999996,81.03399999999999,184507,4,0
Old Dominion,Meat and Candy,Song for Another Time,7px4t7HGiuMUvFkEOpZEwp,0.125,0.498,0.804,11,-3.995,1,0.0332,0.0,0.16699999999999998,0.6970000000000001,166.054,191827,4,0
George Strait,Here For A Good Time,Here For A Good Time,11OFYsUK9EVJsQ6nutH32M,0.0858,0.596,0.768,6,-6.752999999999999,1,0.0369,6.23e-06,0.11599999999999999,0.532,127.93,180267,4,0
George Strait,Here For A Good Time,Lone Star Blues,6cmnZZDoNYY9ATQF0V8jLL,0.39,0.517,0.902,4,-4.38,1,0.096,5.92e-06,0.21,0.82,177.984,256533,4,0
George Strait,Best Of,All My Ex's Live In Texas,3zJx6Prn5RTczaOitzl0cg,0.22699999999999998,0.763,0.498,9,-9.289,1,0.0289,1.3300000000000001e-05,0.153,0.7070000000000001,130.543,197933,4,0
George Strait,Does Fort Worth Ever Cross Your Mind,Does Fort Worth Ever Cross Your Mind,4h0z94aoK9RAeEyZgqKAHF,0.139,0.735,0.316,0,-17.697,1,0.0349,0.17600000000000002,0.345,0.442,111.829,195427,4,0
George Strait,Here For A Good Time,Love's Gonna Make It Alright,1blSBtrZgDJIWQl0BlAyov,0.221,0.7070000000000001,0.867,4,-5.417999999999999,1,0.0339,0.00039,0.268,0.649,110.99600000000001,228893,4,0
Kenny Chesney,Noise,Noise,3tBSdTfZuCzgA2PfQrqKpk,0.0081,0.574,0.8029999999999999,0,-4.064,1,0.0279,0.0,0.0789,0.5589999999999999,109.96700000000001,206533,4,0
Lonestar,The Greatest Hits,My Front Porch Looking In,4OWJOagnbFQepAwoKbW0HN,0.0531,0.276,0.8759999999999999,5,-3.5069999999999997,1,0.0766,0.0,0.258,0.499,205.576,223200,4,0
Chris Stapleton,Traveller,Parachute,5jROdl6MhcmP3O7h2sVgtw,0.00967,0.642,0.762,6,-7.4110000000000005,1,0.0296,5.720000000000001e-05,0.182,0.605,113.038,253200,4,0
Tim McGraw,Number One Hits,Something Like That,1zG6cEmeo4rv7Old8XD7vC,0.37799999999999995,0.507,0.85,5,-5.678999999999999,1,0.0472,0.0,0.0567,0.847,171.8,183733,4,0
Jon Pardi,California Sunrise,Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,0.111,0.6829999999999999,0.7959999999999999,11,-4.178999999999999,1,0.0285,0.0,0.19699999999999998,0.531,90.031,201893,4,0
Lee Greenwood,American Patriot,God Bless The U.S.A.,623lYBOJ7bLwh1bu3yeN5V,0.0873,0.299,0.42200000000000004,5,-9.977,1,0.0285,0.0,0.182,0.168,67.797,191600,4,0
Lee Greenwood,American Patriot,Star Spangled Banner,3rEKEnavc5p0z1vwT791CR,0.133,0.28600000000000003,0.562,3,-8.311,1,0.0321,0.0,0.11599999999999999,0.628,84.179,106667,3,0
Kenny Chesney,Greatest Hits,I Lost It,2k6ahrUpg8CbeTjLocMQJ4,0.23,0.584,0.429,3,-9.289,1,0.027999999999999997,0.0,0.0708,0.355,138.884,234160,4,0
Chris Stapleton,From A Room: Volume 1,Broken Halos,06gD2ZtK3Dzc1BYqWExQJJ,0.134,0.613,0.564,8,-7.085,1,0.0251,1.65e-06,0.0585,0.5379999999999999,78.388,180907,4,0
Billy Currington,Enjoy Yourself,Let Me Down Easy,1tZ5C8zI326sIB4kBErdmC,0.361,0.606,0.49700000000000005,1,-5.005,1,0.0278,0.0,0.106,0.18,125.059,228493,4,0
Billy Currington,Best Of,Must Be Doin' Somethin' Right,57i0MaWyZGlWxEvNUxTMZK,0.187,0.485,0.629,9,-3.967,1,0.0263,0.0,0.0516,0.426,167.733,269667,4,0
Jon Pardi,California Sunrise,Heartache On The Dance Floor,0w3Q14i073jLoew1hgJkwD,0.0563,0.596,0.8340000000000001,9,-4.308,1,0.0474,0.0,0.0866,0.618,116.0,205200,4,0
Jon Pardi,California Sunrise,Can't Turn You Down,1Jt7MTekLEgU6NKj0e1kAB,0.276,0.626,0.7390000000000001,8,-3.722,1,0.0318,0.0,0.11599999999999999,0.504,135.851,203880,4,0
Jon Pardi,California Sunrise,She Ain't In It,1Be8liECvEP5NYZjYvukbI,0.127,0.395,0.674,5,-4.626,1,0.027999999999999997,3.37e-05,0.332,0.585,185.64700000000002,198467,4,0
LANCO,LANCO - EP,Greatest Love Story,0kdiUZDcLIFw0Buo9r0Q4z,0.38,0.665,0.621,10,-8.571,1,0.0524,0.0,0.11900000000000001,0.632,147.975,222400,4,0
Zac Brown Band,Welcome Home,My Old Man,6OzujJBXwYPxJ7KeqflLtr,0.8190000000000001,0.64,0.196,4,-11.478,1,0.0267,3.63e-05,0.0978,0.301,143.91899999999998,227222,4,0
Zac Brown Band,Welcome Home,Long Haul,6zzlL20BHOmAsXVCg8Dvxs,0.00837,0.37200000000000005,0.655,0,-5.809,0,0.0315,1.56e-06,0.0847,0.462,158.757,212107,4,0
Zac Brown Band,Welcome Home,Your Majesty,1GwZzEwwfaHxBjTaq1tebs,0.13699999999999998,0.622,0.519,3,-7.971,1,0.0269,0.0,0.0954,0.496,90.08200000000001,222187,4,0
Zac Brown Band,Welcome Home,All the Best,2qlPUVwqf40yTNzNhZExIE,0.5870000000000001,0.643,0.145,6,-11.212,1,0.044000000000000004,0.0,0.114,0.145,78.057,251760,4,0
Chris Lane,Girl Problems,For Her,6VB64hpnpRNqukYsIX76uo,0.0985,0.491,0.904,6,-4.324,1,0.0344,0.0,0.183,0.588,150.007,211227,4,0
Alan Jackson,Good Time,Small Town Southern Man,5ExWY6ojo1Qm3rC7iaEqx2,0.12,0.6829999999999999,0.43799999999999994,3,-12.433,1,0.0264,8.49e-06,0.26899999999999996,0.568,132.951,280267,4,0
Brad Paisley,5th Gear,Letter to Me,7wqMZWYeBxJt0obQPnF5NX,0.6759999999999999,0.532,0.49200000000000005,9,-9.255,1,0.0312,6.12e-05,0.086,0.366,79.242,280827,4,0
Zac Brown Band,Uncaged,Natural Disaster,5dDHzx8hPaUkdr25COAnXH,0.307,0.643,0.685,3,-6.696000000000001,1,0.0869,0.0,0.102,0.405,143.957,182133,4,0
Colter Wall,Imaginary Appalachia,Sleeping on the Blacktop,3Ozx6IrGdoQyAworJzvBDE,0.8220000000000001,0.5670000000000001,0.311,2,-14.464,0,0.0455,0.23,0.11,0.478,83.11,192480,4,0
Zac Brown Band,JEKYLL + HYDE,I’ll Be Your Man (Song For A Daughter),2lmLsVcc7AadGTL2P7Lzqg,0.544,0.56,0.47200000000000003,8,-7.995,1,0.0345,1.12e-06,0.0544,0.436,119.712,348893,4,0
Toby Keith,Honkytonk University,As Good As I Once Was,7G6l2FtQyRhQgYgut2I6i8,0.266,0.68,0.87,5,-4.461,1,0.0393,0.0,0.109,0.6459999999999999,119.075,227840,4,0
George Strait,The Cowboy Rides Away: Live From AT&T Stadium,Cowboys Like Us - Live,7H3vzowKromvISWtOC3HWW,0.5710000000000001,0.3,0.669,0,-6.013999999999999,1,0.0386,0.0,0.985,0.18,105.947,198200,3,0
Chris Stapleton,Traveller,Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,0.205,0.392,0.37,9,-10.888,1,0.0298,0.0096,0.0821,0.512,48.718,293293,4,0
Midland,Midland - EP,Drinkin' Problem,2cbwF3iVOhzpY7KVzDKWXa,0.0569,0.644,0.741,9,-5.84,1,0.0235,1.12e-06,0.193,0.693,102.007,220987,4,0
Steve Moakler,Suitcase,Suitcase,68MLLtpHwpFxAgTOFcPziu,0.32899999999999996,0.5870000000000001,0.652,7,-5.678,1,0.027999999999999997,0.0,0.0946,0.42100000000000004,152.033,208667,4,0
Kenny Chesney,Me And You,Me and You,2n8feXSostJLdPSgNuWalW,0.268,0.593,0.331,7,-9.704,1,0.0272,1.57e-05,0.297,0.262,143.423,220333,4,0
Chris Young,Neon,I Can Take It From There,4elsQHzndSMtjrsbcwnZgf,0.155,0.6859999999999999,0.816,3,-5.952999999999999,1,0.0318,0.0,0.252,0.871,113.939,158293,4,0
Brett Eldredge,Brett Eldredge,Haven't Met You,4C6US4nOjRBcVlgjPM8pzk,0.106,0.5760000000000001,0.662,6,-7.843,1,0.0314,1.7899999999999998e-05,0.201,0.522,86.975,260067,4,0
Brett Eldredge,Brett Eldredge,Love Someone,43CFDpciGFDm226POTLEXU,0.218,0.423,0.813,9,-5.011,1,0.0507,1.62e-06,0.0732,0.42100000000000004,173.995,211720,4,0
Various Artists,Hannah Montana The Movie,Crazier,5vyxXfD5gLlyPxGZMEjtmd,0.0631,0.452,0.544,4,-5.422999999999999,1,0.0277,5.33e-06,0.10400000000000001,0.158,133.042,191947,3,0
Brett Eldredge,Brett Eldredge,The Reason,22iS24vqgM9Cq8uQM7niiI,0.265,0.32299999999999995,0.7170000000000001,11,-5.579,1,0.0614,0.0,0.20600000000000002,0.479,67.994,207373,4,0
Brett Eldredge,Brett Eldredge,Castaway,3u7BgwHVQSmx9dTCOQubvH,0.8340000000000001,0.445,0.22699999999999998,2,-11.068,1,0.0328,0.0,0.115,0.195,91.426,181560,4,0
Alabama,The Essential Alabama,Dixieland Delight - Single Edit,1hh3iFX5vVsiD9LMwUlQeh,0.20800000000000002,0.46399999999999997,0.405,7,-12.538,1,0.033,1.1e-05,0.0611,0.514,95.852,236427,4,0
Toby Keith,Shock 'N Y'all,American Soldier,4WygRabom8WGpPb44r40sK,0.157,0.551,0.5589999999999999,9,-8.238,1,0.0381,1.29e-05,0.0589,0.3,82.009,263333,4,0
Toby Keith,American Ride,American Ride,1vD4DN56ued7pQklJBDesw,0.0889,0.518,0.9059999999999999,9,-2.845,1,0.0573,0.0,0.309,0.7509999999999999,174.09900000000002,165693,4,0
Jake Owen,Easy Does It,Eight Second Ride,0XjXQDJpajDzCdpazp1562,0.10400000000000001,0.645,0.843,0,-4.072,1,0.0475,0.0,0.249,0.534,92.35700000000001,187320,3,0
Justin Moore,Justin Moore,Backwoods,3mSAhPW73pyeKoquI7E8B3,0.0678,0.49700000000000005,0.932,8,-5.029,1,0.0527,2.5e-06,0.11599999999999999,0.774,157.884,155893,4,0
Billy Currington,Enjoy Yourself,Pretty Good At Drinkin' Beer,6a7wXoZOARI8IqEXObjhDz,0.42700000000000005,0.769,0.6779999999999999,5,-3.725,1,0.0315,8.04e-06,0.0939,0.581,106.95100000000001,179907,4,0
Joe Nichols,Greatest Hits,Tequila Makes Her Clothes Fall Off,33AQv3sfvHmtGfYNIJpi96,0.134,0.654,0.745,2,-5.685,1,0.0281,0.0,0.079,0.679,93.931,187067,4,0
Maddie & Tae,Start Here,Smoke,4gbzuoPF48bFMhl3T9hMTj,0.302,0.69,0.705,7,-4.228,1,0.0288,0.0,0.0891,0.449,123.934,181467,4,0
Easton Corbin,All Over The Road,Are You With Me,6z1frj1JhCZhgKzUZUNU31,0.314,0.57,0.499,8,-6.5120000000000005,1,0.0266,0.0,0.11,0.0866,147.875,220347,4,0
Jamey Johnson,That Lonesome Song,In Color,7CNd7rjfVt74TFlcOcnZgN,0.391,0.544,0.40399999999999997,3,-8.751,1,0.0354,3.98e-06,0.157,0.251,129.518,290680,4,0
Zac Brown Band,You Get What You Give (Deluxe),Martin,4UDUsHgTcM8gAxpYOE6nuU,0.5589999999999999,0.637,0.373,3,-9.206,1,0.0282,1.26e-05,0.0943,0.138,135.944,306493,4,0
Justin Moore,Kinda Don't Care,Somebody Else Will,3n2A6l4UayVe3GGKCvfQWV,0.0353,0.488,0.7440000000000001,2,-4.284,0,0.131,0.0,0.0952,0.59,180.007,165173,4,0
Old Dominion,No Such Thing as a Broken Heart,No Such Thing as a Broken Heart,1JupdHkhDzE4XtrFFe9w6o,0.27899999999999997,0.655,0.785,8,-4.022,1,0.0697,0.0,0.11599999999999999,0.9329999999999999,171.96900000000002,178840,4,0
Kacey Musgraves,Same Trailer Different Park,Merry Go 'Round,5UDqWOgDdixYMAgAyNbpgh,0.541,0.6509999999999999,0.466,6,-9.402999999999999,1,0.0305,0.0027,0.11599999999999999,0.326,86.95299999999999,206893,4,0
Rascal Flatts,Feels Like Today,Fast Cars And Freedom,0CKba2KBPP9TFbh5Nf8i4P,0.0135,0.616,0.8240000000000001,3,-4.842,0,0.03,2.13e-05,0.10800000000000001,0.623,117.954,262187,4,0
Dustin Lynch,Small Town Boy,Small Town Boy,76lgcpdPtw5hHu3A6LuGZe,0.0251,0.5539999999999999,0.743,9,-6.016,1,0.0287,0.0,0.359,0.6729999999999999,72.997,205733,4,0
Blake Shelton,BRINGING BACK THE SUNSHINE,Lonely Tonight (feat. Ashley Monroe),1zbcFS5hS92oXNL3UZDfY0,0.0581,0.41,0.747,5,-4.9639999999999995,1,0.0358,0.0,0.0983,0.369,158.064,218040,4,0
Lee Brice,Hard 2 Love,I Drive Your Truck,6aPc6SSWgTsiXrrUpJCPlj,0.0978,0.51,0.649,11,-6.215,1,0.0348,0.00206,0.11900000000000001,0.11800000000000001,141.963,234840,4,0
Luke Bryan,Crash My Party,Drink A Beer,1PoGWZbJPGmViVi7CYbDUK,0.836,0.483,0.431,8,-7.656000000000001,1,0.0343,5.19e-05,0.19899999999999998,0.29600000000000004,78.26,202627,4,0
Jon Pardi,Up All Night,Up All Night,3yYTDppf1ycYtpPuX46xQh,0.152,0.5539999999999999,0.7020000000000001,9,-4.9719999999999995,1,0.0284,0.0,0.138,0.467,163.003,212427,4,0
Luke Bryan,Crash My Party (Deluxe),Roller Coaster,51ySuLraP9Oirk2XHwQnTA,0.027000000000000003,0.601,0.7929999999999999,8,-4.459,1,0.0356,6.879999999999999e-05,0.163,0.29600000000000004,107.98700000000001,259080,4,0
Little Big Town,The Road To Here,Boondocks,3duP6mBVDsHM8ioN7o7dAK,0.21100000000000002,0.41,0.78,9,-5.391,1,0.0332,0.0,0.48,0.695,88.016,272347,4,0
Kane Brown,Kane Brown,What Ifs (feat. Lauren Alaina),7zVCrzzEJU7u24sbJPXA5W,0.00898,0.612,0.799,10,-4.603,1,0.0275,0.0,0.172,0.687,125.976,188253,4,0
Cole Swindell,You Should Be Here,Stay Downtown,54EWDYWhs4w6SODnxabuoh,0.00275,0.336,0.758,5,-4.187,1,0.0451,0.0,0.18899999999999997,0.23600000000000002,77.807,201867,4,0
Dylan Scott,Hooked,Hooked,6LF5IVPG7xBcvPgI6Bfcsl,0.0362,0.597,0.721,9,-6.422000000000001,1,0.0356,0.0,0.0832,0.43700000000000006,132.054,149293,4,0
Jon Pardi,California Sunrise,Lucky Tonight,1AFbS2NeROIzPmKtrGZ2zT,0.027000000000000003,0.45399999999999996,0.627,9,-4.362,1,0.0342,0.0,0.0869,0.575,179.825,207120,4,0
Billy Currington,We Are Tonight,Hey Girl,4CcrLWFQY4dRGMbUR59cSp,0.0158,0.5479999999999999,0.6729999999999999,1,-5.29,1,0.0268,0.0,0.0794,0.652,81.947,200533,4,0
Blake Shelton,If I'm Honest,A Guy with a Girl,5sjIhQzNljMVrDklI91ezp,0.0158,0.552,0.893,0,-4.593,1,0.0383,0.0,0.105,0.777,163.94799999999998,189467,4,0
Luke Bryan,Light It Up,Light It Up,6znSbsDDFdBZaiucjUGaWy,0.129,0.596,0.935,6,-2.7939999999999996,0,0.0855,0.0,0.10800000000000001,0.6779999999999999,130.029,177292,4,0
Jon Pardi,California Sunrise,Cowboy Hat,4HdxI4yrlmN2C9GaMD9mxL,0.204,0.6759999999999999,0.9159999999999999,1,-2.52,1,0.0265,0.0,0.114,0.897,108.00200000000001,197893,4,0
Zac Brown Band,The Foundation,Mary,2bmH1RmA0mAxBUqMDfxkk1,0.16,0.637,0.9470000000000001,4,-5.875,1,0.0457,3.79e-05,0.17800000000000002,0.805,144.99,168000,4,0
Carrie Underwood,Play On,Cowboy Casanova,41NSrKm33WLGX1xIJgU6Np,0.0328,0.597,0.82,5,-2.529,1,0.0582,0.0,0.11900000000000001,0.5760000000000001,119.969,236787,4,0
Dustin Lynch,Dustin Lynch,Cowboys and Angels,5ksoJlQJtduEkwQTo7UN7X,0.245,0.355,0.55,10,-5.772,1,0.0285,3.2e-05,0.0979,0.26,73.842,227720,4,0
